file_pair,score,score_clipped
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\guiweriuteui.txt')",0.9921308159828186,0.9921308159828186
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\ihu e3iuhgr ihu.txt')",1.0231249332427979,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\iughteiuht43iuh.txt')",1.5143555402755737,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\iuhreihre iho.txt')",1.4751073122024536,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\iuht34 uiht43ihu.txt')",1.5857748985290527,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.932847797870636,0.932847797870636
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.4064617156982422,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.5313115119934082,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instruchiuy45iuh5y iuh54tions.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.5496991872787476,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\Generator_Dispatch_Instructions.txt')",0.9762482047080994,0.9762482047080994
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\giuhrweiuhtweiuh.txt')",0.9644252061843872,0.9644252061843872
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\guiweriuteui.txt')",0.9171572327613831,0.9171572327613831
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\ihu e3iuhgr ihu.txt')",0.9711324572563171,0.9711324572563171
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\iughteiuht43iuh.txt')",1.511669635772705,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\iuhreihre iho.txt')",1.3768186569213867,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\iuht34 uiht43ihu.txt')",1.5767359733581543,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.8666594624519348,0.8666594624519348
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.3278506994247437,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.4244163036346436,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions (1).txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.5579941272735596,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\giuhrweiuhtweiuh.txt')",1.0062153339385986,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\guiweriuteui.txt')",0.9105878472328186,0.9105878472328186
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\ihu e3iuhgr ihu.txt')",1.0236282348632812,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\iughteiuht43iuh.txt')",1.5481541156768799,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\iuhreihre iho.txt')",1.386927604675293,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\iuht34 uiht43ihu.txt')",1.6288866996765137,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.8440000414848328,0.8440000414848328
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.3229777812957764,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.4379032850265503,1.0
"('Prompt-generated-text\\Generator_Dispatch_Instructions.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.6034387350082397,1.0
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\guiweriuteui.txt')",0.9066056609153748,0.9066056609153748
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\ihu e3iuhgr ihu.txt')",1.0314029455184937,1.0
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\iughteiuht43iuh.txt')",1.5365991592407227,1.0
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\iuhreihre iho.txt')",1.3656377792358398,1.0
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\iuht34 uiht43ihu.txt')",1.6265534162521362,1.0
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.8628800511360168,0.8628800511360168
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.3068335056304932,1.0
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.408308744430542,1.0
"('Prompt-generated-text\\giuhrweiuhtweiuh.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.5902795791625977,1.0
"('Prompt-generated-text\\guiweriuteui.txt', 'Prompt-generated-text\\ihu e3iuhgr ihu.txt')",1.0013911724090576,1.0
"('Prompt-generated-text\\guiweriuteui.txt', 'Prompt-generated-text\\iughteiuht43iuh.txt')",1.561521053314209,1.0
"('Prompt-generated-text\\guiweriuteui.txt', 'Prompt-generated-text\\iuhreihre iho.txt')",1.4033398628234863,1.0
"('Prompt-generated-text\\guiweriuteui.txt', 'Prompt-generated-text\\iuht34 uiht43ihu.txt')",1.629091739654541,1.0
"('Prompt-generated-text\\guiweriuteui.txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.8592092394828796,0.8592092394828796
"('Prompt-generated-text\\guiweriuteui.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.3418872356414795,1.0
"('Prompt-generated-text\\guiweriuteui.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.462390661239624,1.0
"('Prompt-generated-text\\guiweriuteui.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.600858211517334,1.0
"('Prompt-generated-text\\ihu e3iuhgr ihu.txt', 'Prompt-generated-text\\iughteiuht43iuh.txt')",1.529080867767334,1.0
"('Prompt-generated-text\\ihu e3iuhgr ihu.txt', 'Prompt-generated-text\\iuhreihre iho.txt')",1.3959245681762695,1.0
"('Prompt-generated-text\\ihu e3iuhgr ihu.txt', 'Prompt-generated-text\\iuht34 uiht43ihu.txt')",1.6087647676467896,1.0
"('Prompt-generated-text\\ihu e3iuhgr ihu.txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.8512313961982727,0.8512313961982727
"('Prompt-generated-text\\ihu e3iuhgr ihu.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.3323543071746826,1.0
"('Prompt-generated-text\\ihu e3iuhgr ihu.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.4422547817230225,1.0
"('Prompt-generated-text\\ihu e3iuhgr ihu.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.5897845029830933,1.0
"('Prompt-generated-text\\iughteiuht43iuh.txt', 'Prompt-generated-text\\iuhreihre iho.txt')",1.4687633514404297,1.0
"('Prompt-generated-text\\iughteiuht43iuh.txt', 'Prompt-generated-text\\iuht34 uiht43ihu.txt')",1.5783939361572266,1.0
"('Prompt-generated-text\\iughteiuht43iuh.txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.8924563527107239,0.8924563527107239
"('Prompt-generated-text\\iughteiuht43iuh.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.3850728273391724,1.0
"('Prompt-generated-text\\iughteiuht43iuh.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.5419398546218872,1.0
"('Prompt-generated-text\\iughteiuht43iuh.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.5234403610229492,1.0
"('Prompt-generated-text\\iuhreihre iho.txt', 'Prompt-generated-text\\iuht34 uiht43ihu.txt')",1.632394790649414,1.0
"('Prompt-generated-text\\iuhreihre iho.txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.8667759895324707,0.8667759895324707
"('Prompt-generated-text\\iuhreihre iho.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.332631230354309,1.0
"('Prompt-generated-text\\iuhreihre iho.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.4575132131576538,1.0
"('Prompt-generated-text\\iuhreihre iho.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.63045334815979,1.0
"('Prompt-generated-text\\iuht34 uiht43ihu.txt', 'Prompt-generated-text\\jikbwe iujbgwr.txt')",0.9189537763595581,0.9189537763595581
"('Prompt-generated-text\\iuht34 uiht43ihu.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.4037446975708008,1.0
"('Prompt-generated-text\\iuht34 uiht43ihu.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.5054917335510254,1.0
"('Prompt-generated-text\\iuht34 uiht43ihu.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.5467277765274048,1.0
"('Prompt-generated-text\\jikbwe iujbgwr.txt', 'Prompt-generated-text\\kjhewjkhwrth t.txt')",1.3371837139129639,1.0
"('Prompt-generated-text\\jikbwe iujbgwr.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.455771565437317,1.0
"('Prompt-generated-text\\jikbwe iujbgwr.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.588725209236145,1.0
"('Prompt-generated-text\\kjhewjkhwrth t.txt', 'Prompt-generated-text\\nkjtwqr inhogerkn .txt')",1.4487029314041138,1.0
"('Prompt-generated-text\\kjhewjkhwrth t.txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.6239371299743652,1.0
"('Prompt-generated-text\\nkjtwqr inhogerkn .txt', 'Prompt-generated-text\\uy3 i3 2i.txt')",1.6491761207580566,1.0
